fid,dn,fid_2,dn_2,fid_3,id,objectid_1,objectid,village,vlcode,block,bkcode,subdistric,sdcode,sub_distri,district,dtcode,district_h,state,stcode,country,total_urba,total_hous,total_popu,avg_househ,total_geog,total_male,total_fema,tapwater_t,tapwater_u,covered_we,covered__1,covered__2,uncovered_,uncovere_1,uncovere_2,handpump_s,hand_pump_,hand_pum_1,tubewell_b,tube_wells,tube_wel_1,spring_sta,spring_fun,spring_f_1,river_cana,tank_pond_,others_sta,closed_dra,open_drain,village_pi,forest_are,area_under,barren_unc,permanent_,land_under,culturable,fallows_la,current_fa,net_area_s,total_unir,area_irrig,canals_are,wells_tube,tanks_lake,waterfall_,other_sour,nearest_to,nearest__1,shape_leng,shape_le_1,shape_area,ds_name,src_agency,state_name,village_area_km2,village_id,flood_area_km2,flood_exposure_pct,flood_risk,hospital_dist_km,name,amenity,population_density,water_availability,drainage_availability,healthcare_gap_score,river_distance_km,flood_score,population_score,water_gap_score,drainage_gap_score,service_gap_score,river_vulnerability_score,ml_cluster,ml_risk_group,vulnerability_score,vulnerability_class,flood_score_contribution,population_score_contribution,service_gap_score_contribution,river_vulnerability_score_contribution,underserved_score,welfare_priority_score,welfare_priority,priority_rank,priority_services,priority_reason
29,1,1,1,2919,39755,39755,106290,Rudrapur,540955,Sawali,119.0,Sawali,4068,Sawali,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,180,668,3.71111111,583,435,233,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,,Available,22,67,19,0,51,0,0,20,404,67,337,18,6,43,0,0,MUL,17,9292.900175,9292.900175,4700067.85,Administrative Boundary,Survey of India (SOI),"Maharashtra
",5,2919,0.04844347,0.968869402,Low,4.419071944931336,"Rural Hospital, Saoli",hospital,133.6,43.0,0.0,25.967692315545936,0,2.5989838062764012,7.140566541956172,90.22727272727272,50.0,55.398321680939546,50.0,4,Low,23.82,Low,1.04,1.43,13.85,7.5,30.36,22.12,Low,175,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
30,1,1,1,3130,39928,39928,106463,Amgaon Chak No 2,539352,Chamorshi,109.0,Chamorshi,4058,Chamorshi,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,70,240,3.42857143,177,120,120,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Available,58,8,1,0,0,0,0,0,110,81,29,81,0,0,0,0,GADCHIROLI,42,9056.683296,9056.683296,2893717.482,Administrative Boundary,Survey of India (SOI),"Maharashtra
",3,3130,6.86e-05,0.002285233,Low,6.859438171449264,"General Hospital, Chamorshi",hospital,80.0,0.0,0.0,40.38789116554534,0,0.0050672718381107274,4.275788348476751,100.0,50.0,63.462630388515116,50.0,4,Low,24.22,Low,0.0,0.86,15.87,7.5,33.02,23.2,Low,168,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
31,1,1,1,4135,40965,40965,107500,Jepra,539146,Gadchiroli,108.0,Gadchiroli,4057,Gadchiroli,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,239,929,3.88702929,165,473,456,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,,Available,0,5,30,4,0,9,1,0,116,98,18,0,5,93,0,0,GADCHIROLI,11,4646.90465,4646.90465,1245131.853,Administrative Boundary,Survey of India (SOI),"Maharashtra
",1,4135,0.009647854,0.964785358,Low,6.000412511654756,Janatal Hospital,hospital,929.0,93.0,0.0,35.31188220554438,0,2.5880239027328398,49.652592196686264,78.86363636363636,50.0,54.72517285639358,50.0,2,Moderate,32.15,Moderate,1.04,9.93,13.68,7.5,42.78,31.66,Moderate,75,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
32,1,1,1,2952,39761,39761,106296,Pethgaon,540958,Sawali,119.0,Sawali,4068,Sawali,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,142,585,4.11971831,354,294,291,,,,Not Available,Not Available,Available,Not Available,Not Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Available,0,141,0,0,0,0,0,13,201,149,52,105,44,0,0,0,MUL,18,9960.577663,9960.577663,5560779.904,Administrative Boundary,Survey of India (SOI),"Maharashtra
",6,2952,0.007244689,0.120744823,Low,9.43037516130608,"Rural Hospital, Saoli",hospital,97.5,0.0,0.0,55.57963665919321,0,0.32296435624999165,5.21111704970604,100.0,50.0,68.52654555306441,50.0,1,Very Low,25.8,Moderate,0.13,1.04,17.13,7.5,35.89,25.32,Moderate,148,"Healthcare, Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by limited healthcare accessibility, water-service gap, drainage-service gap."
33,1,1,1,4302,41201,41201,107736,Pewati Alies Nawegaon,538576,Armori,104.0,Armori,4053,Armori,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,0,0,0.0,401,0,0,,,,,,,,,,,,,,,,,,,,,,,,89,42,0,6,0,101,0,0,162,78,85,0,0,78,0,0,,0,6165.409767,6165.409767,2275616.108,Administrative Boundary,Survey of India (SOI),"Maharashtra
",2,4302,0.008545169,0.42725843,Low,8.482256616073077,SDH Armori,hospital,0.0,78.0,0.0,49.977175107698855,0,1.1455214999803482,0.0,82.27272727272728,50.0,60.749967460142045,50.0,1,Very Low,23.15,Low,0.46,0.0,15.19,7.5,30.6,21.74,Low,179,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
34,1,1,1,4131,40961,40961,107496,Gogaon,539111,Gadchiroli,108.0,Gadchiroli,4057,Gadchiroli,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,500,2040,4.08,888,1027,1013,,,,Available,Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,,Available,363,111,0,21,0,9,4,3,377,198,179,0,1,187,0,10,GADCHIROLI,5,16164.24509,16164.24509,8522063.61,Administrative Boundary,Survey of India (SOI),"Maharashtra
",9,4131,0.671162168,7.457357427,Low,0.8809579594212746,Janatal Hospital,hospital,226.66666666666666,187.0,0.0,5.060868302570622,0,20.011431590275176,12.11473365401746,57.5,50.0,37.52028943419021,50.0,3,High,27.31,Moderate,8.0,2.42,9.38,7.5,26.4,24.32,Low,159,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
35,1,1,1,4353,41195,41195,107730,Akapur Chak,538587,Armori,104.0,Armori,4053,Armori,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,164,572,3.48780488,428,287,285,,,,Not Available,Not Available,Available,Not Available,Not Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Available,122,53,0,0,0,0,6,2,245,12,234,0,0,12,0,0,GADCHIROLI,27,10142.16361,10142.16361,4509742.97,Administrative Boundary,Survey of India (SOI),"Maharashtra
",5,4353,0.017670266,0.353405325,Low,10.502377384286593,SDH Armori,hospital,114.4,12.0,0.0,61.91413066056184,0,0.9473299753071284,6.114377338321753,97.27272727272727,50.0,69.7289526444297,50.0,1,Very Low,26.53,Moderate,0.38,1.22,17.43,7.5,36.89,26.21,Moderate,139,"Healthcare, Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by limited healthcare accessibility, water-service gap, drainage-service gap."
36,1,1,1,4441,41409,41409,107944,Pathargaon R F,999999,,,Armori,4053,,Gadchiroli,475,,MH,27,India,Rural,0,0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,85326.29652,85326.29652,85000755.84,Administrative Boundary,Survey of India (SOI),"Maharashtra
",88,4441,0.211281204,0.240092277,Low,11.31311896654436,SDH Armori,hospital,0.0,0.0,0.0,66.70482752608997,0,0.6432441044627034,0.0,100.0,50.0,72.23494250869665,50.0,1,Very Low,25.82,Moderate,0.26,0.0,18.06,7.5,36.25,25.55,Moderate,142,"Healthcare, Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by limited healthcare accessibility, water-service gap, drainage-service gap."
37,1,1,1,4652,41906,41906,108441,Awali,537514,Lakhandur,94.0,Lakhandur,4043,Lakhandur,Bhandara,471,BHANDARA,MH,27,India,Rural,98,431,4.39795918,328,208,223,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,,Available,0,2,4,3,0,0,139,2,177,13,164,0,13,0,0,0,Desaiganj,8,6646.915213,6646.915213,2693400.51,Administrative Boundary,Survey of India (SOI),"Maharashtra
",3,4652,0.035671915,1.189063824,Low,1.5338401982595573,"Government Hospital, Soni",hospital,143.66666666666666,0.0,0.0,8.918769468132288,0,3.189895565784933,7.67860324247283,100.0,50.0,52.97292315604409,50.0,4,Low,23.55,Low,1.28,1.54,13.24,7.5,29.43,21.65,Low,180,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
38,1,1,1,4114,40944,40944,107479,Nagri,539100,Gadchiroli,108.0,Gadchiroli,4057,Gadchiroli,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,285,1053,3.69473684,665,537,516,,,,Available,Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Available,0,118,0,54,0,49,50,8,386,281,105,0,3,278,0,0,GADCHIROLI,16,11822.58368,11822.58368,6239173.146,Administrative Boundary,Survey of India (SOI),"Maharashtra
",6,4114,0.613893292,10.23155486,Low,6.90502761469324,Janatal Hospital,hospital,175.5,278.0,0.0,40.65728058336929,0,27.45624273248514,9.380010689470872,36.81818181818181,50.0,42.49182080051704,50.0,3,High,30.98,Moderate,10.98,1.88,10.62,7.5,29.55,28.56,Moderate,114,"Drainage, Evacuation Preparedness",Priority is influenced by drainage-service gap.
39,1,1,1,4183,41015,41015,107550,Betala,540775,Brahmapuri,118.0,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,397,1669,4.20403023,429,830,839,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Available,0,12,0,1,0,2,36,2,376,23,353,0,23,0,0,0,BRAHMAPURI,7,7823.784912,7823.784912,3570438.593,Administrative Boundary,Survey of India (SOI),"Maharashtra
",4,4183,0.262614772,6.565369298,Low,5.5747760583126285,Akshay Nursing Home,hospital,417.25,0.0,0.0,32.796783353451296,0,17.61770031415723,22.30090860502405,100.0,50.0,60.9322611178171,50.0,4,Low,34.24,Moderate,7.05,4.46,15.23,7.5,40.68,33.85,Moderate,50,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
40,1,1,1,4338,41181,41181,107716,Wasala,538527,Armori,104.0,Armori,4053,Armori,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,670,2738,4.08656716,398,1374,1364,,,,Available,Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,,Available,33,19,0,24,0,6,10,0,306,126,179,0,20,106,0,0,DESAIGANJ,25,9672.637156,9672.637156,3625076.728,Administrative Boundary,Survey of India (SOI),"Maharashtra
",4,4338,0.023990175,0.599754385,Low,5.101603377062598,SDH Armori,hospital,684.5,106.0,0.0,30.000791473269988,0,1.608430084817954,36.58471405665419,75.9090909090909,50.0,51.96996079412029,50.0,2,Moderate,28.45,Moderate,0.64,7.32,12.99,7.5,37.28,27.28,Moderate,129,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
41,1,1,1,3023,39819,39819,106354,Wagholi,540916,Sawali,119.0,Sawali,4068,Sawali,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,176,675,3.83522727,128,329,346,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,,Available,0,40,0,1,0,4,0,12,72,75,-3,68,0,7,0,0,GADCHIROLI,13,5338.681717,5338.681717,1602457.225,Administrative Boundary,Survey of India (SOI),"Maharashtra
",2,3023,0.067290395,3.364519746,Low,8.53595525034834,Dr. Mallick Hospital,hospital,337.5,7.0,0.0,50.294481983940784,0,9.02792940390948,18.038482095136292,98.4090909090909,50.0,66.23452429767723,50.0,1,Very Low,31.28,Moderate,3.61,3.61,16.56,7.5,40.33,31.12,Moderate,82,"Healthcare, Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by limited healthcare accessibility, water-service gap, drainage-service gap."
42,1,1,1,4066,40891,40891,107426,Kasargaon,540878,Sawali,119.0,Sawali,4068,Sawali,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,192,719,3.74479167,247,360,359,,,,Not Available,Not Available,Available,Available,Available,,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,,Available,0,1,0,5,0,16,36,4,186,70,115,0,1,63,0,6,MUL,42,9379.034963,9379.034963,3050641.413,Administrative Boundary,Survey of India (SOI),"Maharashtra
",3,4066,0.15341921,5.113973675,Low,6.870728077440735,Janatal Hospital,hospital,239.66666666666666,63.0,0.0,40.454603566178385,0,13.722748146250307,12.809549260644932,85.68181818181819,50.0,58.71214058266552,50.0,4,Low,30.23,Moderate,5.49,2.56,14.68,7.5,35.94,29.26,Moderate,107,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
43,1,1,1,3095,39891,39891,106426,Amgaon Mahal,539348,Chamorshi,109.0,Chamorshi,4058,Chamorshi,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,682,2491,3.65249267,532,1283,1208,,,,Available,Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Available,90,118,9,14,0,21,0,1,279,260,18,0,1,259,0,0,GADCHIROLI,44,6860.344512,6860.344512,2381397.833,Administrative Boundary,Survey of India (SOI),"Maharashtra
",2,3095,0.014807982,0.740399099,Low,8.188719454168853,"General Hospital, Chamorshi",hospital,1245.5,259.0,0.0,48.24265501865341,0,1.9858629673607928,66.56867985034741,41.13636363636364,50.0,46.45967288500568,50.0,2,Moderate,33.22,Moderate,0.79,13.31,11.61,7.5,43.6,32.41,Moderate,65,"Drainage, Evacuation Preparedness","Priority is influenced by high population exposure, drainage-service gap."
44,1,1,1,4070,40895,40895,107430,Nifandra,540886,Sawali,119.0,Sawali,4068,Sawali,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,584,2373,4.06335616,877,1172,1201,,,,Available,Available,Available,Available,Available,,Available,Available,,Available,Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,,Available,46,3,0,22,0,45,134,12,616,380,236,0,1,366,0,12,MUL,28,13049.9461,13049.9461,9071496.631,Administrative Boundary,Survey of India (SOI),"Maharashtra
",9,4070,1.050883206,11.67648007,Low,7.372110344388304,Nobel Multispeciality Hospital,hospital,263.6666666666667,366.0,0.0,43.417286753104676,0,31.333830958581693,14.092285765187956,16.818181818181827,50.0,36.74515619042884,50.0,3,High,32.04,Moderate,12.53,2.82,9.19,7.5,28.87,29.26,Moderate,107,"Drainage, Evacuation Preparedness",Priority is influenced by drainage-service gap.
45,1,1,1,4671,41927,41927,108462,Chaprad,537509,Lakhandur,94.0,Lakhandur,4043,Lakhandur,Bhandara,471,BHANDARA,MH,27,India,Rural,717,3090,4.30962343,1156,1563,1527,,,,Available,Available,Available,Available,Available,,Available,Available,,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,,Available,154,15,142,14,0,154,85,0,591,548,43,520,28,0,0,0,Desaiganj,12,11948.37782,11948.37782,8311093.072,Administrative Boundary,Survey of India (SOI),"Maharashtra
",9,4671,0.799978205,8.888646725,Low,2.2765811930034774,"Government Hospital, Soni",hospital,343.3333333333333,0.0,0.0,13.307648777257983,0,23.85242660624752,18.350258328879388,100.0,50.0,54.43588292575266,50.0,4,Low,34.32,Moderate,9.54,3.67,13.61,7.5,37.49,33.29,Moderate,55,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
46,1,1,1,2960,39757,39757,106292,Usegaon,540956,Sawali,119.0,Sawali,4068,Sawali,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,434,1667,3.84101382,601,825,842,,,,Available,Available,Available,Not Available,Not Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,,Available,0,135,0,0,0,0,0,44,422,301,122,161,140,0,0,0,MUL,22,10134.03599,10134.03599,5416893.08,Administrative Boundary,Survey of India (SOI),"Maharashtra
",6,2960,0.383162078,6.38603464,Low,6.123038542250441,"Rural Hospital, Saoli",hospital,277.8333333333333,0.0,0.0,36.03648317984118,0,17.136439447795954,14.849456618564046,100.0,50.0,62.01216105994706,50.0,4,Low,32.83,Moderate,6.85,2.97,15.5,7.5,38.89,32.32,Moderate,67,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
47,1,1,1,2992,39790,39790,106325,Ghargaon,539218,Chamorshi,109.0,Chamorshi,4058,Chamorshi,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,344,1521,4.42151163,907,747,774,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,,Available,4,210,1,4,0,0,0,11,677,496,181,472,1,11,0,12,MUL,14,14294.99836,14294.99836,11060412.34,Administrative Boundary,Survey of India (SOI),"Maharashtra
",11,2992,0.310536473,2.82305885,Low,8.635865274783582,"Rural Hospital, Saoli",hospital,138.27272727272728,11.0,0.0,50.88485338140115,0,7.574869840209786,7.390311452310384,97.5,50.0,66.12828446046704,50.0,1,Very Low,28.54,Moderate,3.03,1.48,16.53,7.5,36.8,28.03,Moderate,125,"Healthcare, Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by limited healthcare accessibility, water-service gap, drainage-service gap."
48,1,1,1,4548,41803,41803,108338,Bhaleshwar,540735,Brahmapuri,118.0,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,144,658,4.56944444,507,337,321,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,,Available,0,2,169,6,0,10,0,20,300,134,166,0,134,0,0,0,BRAHMAPURI,11,8669.070674,8669.070674,5119777.257,Administrative Boundary,Survey of India (SOI),"Maharashtra
",5,4548,0.105037929,2.100758575,Low,5.450307049201823,"Government Hospital, Soni",hospital,131.6,0.0,0.0,32.061292162606044,0,5.636511354481448,7.033671833244254,100.0,50.0,60.687097387535346,50.0,4,Low,26.33,Moderate,2.25,1.41,15.17,7.5,33.58,25.23,Moderate,149,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
49,1,1,1,4592,41845,41845,108380,Khamb Talodhi,540748,Brahmapuri,118.0,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,0,0,0.0,175,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,173,46,127,0,46,0,0,0,,0,4649.239799,4649.239799,1346694.47,Administrative Boundary,Survey of India (SOI),"Maharashtra
",1,4592,0.372639001,37.26390012,High,3.928277961627491,Akshay Nursing Home,hospital,0.0,0.0,0.0,23.0675756212893,0,100.0,0.0,100.0,50.0,57.6891918737631,50.0,0,Very High,61.92,High,40.0,0.0,14.42,7.5,48.84,62.19,High,3,"Drinking Water, Drainage, Evacuation Preparedness, Emergency Flood Response","Priority is influenced by high flood exposure, water-service gap, drainage-service gap."
